"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1970",68.8088543690162,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1971",69.3362966766556,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1972",70.7606009056946,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1973",73.4842266397775,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1974",86.3625528579235,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1975",84.2967113989569,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1976",87.1094377523949,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1977",94.1347523851723,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1978",99.730378052581,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1979",99.8512916494043,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1980",100.928712738639,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1981",103.494947610719,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1982",97.9233193564359,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1983",92.8523491593198,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1984",85.5720519726057,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1985",82.8230726106719,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1986",82.628325025084,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1987",86.1035151004502,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1988",90.2288474453759,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1989",97.6248131168933,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1990",103.075342335514,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1991",103.452497642288,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1992",99.4576798051881,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1993",94.665775351987,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1994",91.9150685182689,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1995",88.7773911181123,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1996",85.0350158732483,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1997",82.2183679071456,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1998",82.2015546234246,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","1999",85.0985535146323,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2000",88.9379146532937,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2001",92.1184827875018,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2002",95.6890424808635,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2003",100.610086760269,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2004",105.413324085433,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2005",110.952211395581,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2006",115.149976650775,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2007",116.630192959022,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2008",114.706300297643,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2009",108.863496976602,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2010",108.334947351479,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2011",107.836983688993,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2012",103.825944985061,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2013",100.366019491318,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2014",99.4964001413648,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2016",103.138050412305,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2017",106.545068428051,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2018",110.416414054949,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2019",113.663844719406,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2020",118.318685393747,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2021",126.427936157615,
"EA17","HOUSECOST","PRICERENT","IDX2015","A","2022",132.709232409508,
"EA17","HOUSECOST","REAL","IDX2015","A","1970",57.4230911623839,
"EA17","HOUSECOST","REAL","IDX2015","A","1971",57.5157789563986,
"EA17","HOUSECOST","REAL","IDX2015","A","1972",58.5570157416826,
"EA17","HOUSECOST","REAL","IDX2015","A","1973",59.8070215280718,
"EA17","HOUSECOST","REAL","IDX2015","A","1974",66.0507589668919,
"EA17","HOUSECOST","REAL","IDX2015","A","1975",64.203354766031,
"EA17","HOUSECOST","REAL","IDX2015","A","1976",66.2517668477133,
"EA17","HOUSECOST","REAL","IDX2015","A","1977",69.611170925253,
"EA17","HOUSECOST","REAL","IDX2015","A","1978",72.7131313263285,
"EA17","HOUSECOST","REAL","IDX2015","A","1979",73.7580770043798,
"EA17","HOUSECOST","REAL","IDX2015","A","1980",73.702701977386,
"EA17","HOUSECOST","REAL","IDX2015","A","1981",74.9851645128983,
"EA17","HOUSECOST","REAL","IDX2015","A","1982",70.764680374293,
"EA17","HOUSECOST","REAL","IDX2015","A","1983",67.877112354514,
"EA17","HOUSECOST","REAL","IDX2015","A","1984",63.961542979534,
"EA17","HOUSECOST","REAL","IDX2015","A","1985",61.8349437250546,
"EA17","HOUSECOST","REAL","IDX2015","A","1986",62.9853509098796,
"EA17","HOUSECOST","REAL","IDX2015","A","1987",66.6133641517363,
"EA17","HOUSECOST","REAL","IDX2015","A","1988",70.4156525823292,
"EA17","HOUSECOST","REAL","IDX2015","A","1989",76.4881298912692,
"EA17","HOUSECOST","REAL","IDX2015","A","1990",81.646612251763,
"EA17","HOUSECOST","REAL","IDX2015","A","1991",83.3876383932461,
"EA17","HOUSECOST","REAL","IDX2015","A","1992",82.6852644183757,
"EA17","HOUSECOST","REAL","IDX2015","A","1993",81.2452352284896,
"EA17","HOUSECOST","REAL","IDX2015","A","1994",80.498416170878,
"EA17","HOUSECOST","REAL","IDX2015","A","1995",79.0225174724077,
"EA17","HOUSECOST","REAL","IDX2015","A","1996",77.4005175468357,
"EA17","HOUSECOST","REAL","IDX2015","A","1997",76.4115880416841,
"EA17","HOUSECOST","REAL","IDX2015","A","1998",77.9295583987194,
"EA17","HOUSECOST","REAL","IDX2015","A","1999",81.3391959170702,
"EA17","HOUSECOST","REAL","IDX2015","A","2000",84.6286382389668,
"EA17","HOUSECOST","REAL","IDX2015","A","2001",87.3662902259777,
"EA17","HOUSECOST","REAL","IDX2015","A","2002",91.1128183103745,
"EA17","HOUSECOST","REAL","IDX2015","A","2003",95.9843140526947,
"EA17","HOUSECOST","REAL","IDX2015","A","2004",100.989072030295,
"EA17","HOUSECOST","REAL","IDX2015","A","2005",106.993932353138,
"EA17","HOUSECOST","REAL","IDX2015","A","2006",111.79030597737,
"EA17","HOUSECOST","REAL","IDX2015","A","2007",114.099791061836,
"EA17","HOUSECOST","REAL","IDX2015","A","2008",112.067109499679,
"EA17","HOUSECOST","REAL","IDX2015","A","2009",108.476074164536,
"EA17","HOUSECOST","REAL","IDX2015","A","2010",107.864358006648,
"EA17","HOUSECOST","REAL","IDX2015","A","2011",106.694346334872,
"EA17","HOUSECOST","REAL","IDX2015","A","2012",102.47701506217,
"EA17","HOUSECOST","REAL","IDX2015","A","2013",99.1863313207513,
"EA17","HOUSECOST","REAL","IDX2015","A","2014",98.8869272038269,
"EA17","HOUSECOST","REAL","IDX2015","A","2015",100,
"EA17","HOUSECOST","REAL","IDX2015","A","2016",103.539385625204,
"EA17","HOUSECOST","REAL","IDX2015","A","2017",106.557017871066,
"EA17","HOUSECOST","REAL","IDX2015","A","2018",109.949159038488,
"EA17","HOUSECOST","REAL","IDX2015","A","2019",113.360862898396,
"EA17","HOUSECOST","REAL","IDX2015","A","2020",118.648760532029,
"EA17","HOUSECOST","REAL","IDX2015","A","2021",125.316043446386,
"EA17","HOUSECOST","REAL","IDX2015","A","2022",125.684309383926,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1970",8.68348619909114,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1971",9.44627253456297,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1972",10.4745694199705,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1973",12.2365589450435,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1974",14.1719843726249,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1975",14.9875501273448,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1976",16.2846353179707,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1977",18.0650114309044,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1978",20.1731327162408,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1979",22.7939497597919,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1980",25.3573547065676,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1981",27.7020365232341,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1982",28.7625548964506,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1983",30.1280974472292,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1984",31.1907014419391,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1985",32.5894311104928,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1986",34.80144247657,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1987",37.8246292667842,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1988",41.4724653438186,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1989",45.8163386953144,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1990",48.8939149298026,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1991",50.6067671805448,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1992",51.0975560959722,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1993",51.5033533742536,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1994",52.6818958053868,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1995",53.3563497911692,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1996",54.1001569305111,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1997",55.197170418405,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1998",56.9705576199277,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","1999",59.5376981159395,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2000",62.730477321777,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2001",65.8062991598118,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2002",69.8188018061702,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2003",74.251747217545,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2004",79.0358499127084,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2005",84.4623460865131,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2006",89.678867536239,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2007",93.3426775135029,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2008",91.6203608423094,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2009",87.9846950526715,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2010",88.6072067612738,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2011",88.45937985499,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2012",89.3927404526132,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2013",92.14310722813,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2014",95.5783245076565,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2016",105.352257857591,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2017",111.129945205464,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2018",116.592071127853,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2019",121.327341041459,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2020",128.945064040714,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2021",145.113537453585,
"OECD","HOUSECOST","NOMINAL","IDX2015","A","2022",165.450350212222,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1971",119.156470495423,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1972",118.473783868995,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1973",121.062999781154,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1974",124.677572333333,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1975",117.244967427663,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1976",114.378237979515,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1977",114.855501149702,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1978",113.360344717869,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1979",116.940386156901,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1980",117.144504531814,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1981",115.987326305964,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1982",111.900450062407,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1983",108.817075228638,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1984",103.674288060321,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1985",101.875112585818,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1986",103.02927962775,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1987",106.611438270146,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1988",108.661287137129,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1989",111.508045890771,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1990",110.712617238998,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1991",108.294752587689,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1992",103.735284633242,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1993",101.541355332773,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1994",100.373760923231,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1995",97.5409705084053,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1996",95.4669697538163,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1997",94.1253074063878,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1998",93.8039808179171,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","1999",95.2966029698963,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2000",96.2557344353501,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2001",97.6065320799612,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2002",100.795800392933,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2003",104.229616151636,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2004",106.848041221446,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2005",111.019348703949,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2006",112.913616136777,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2007",113.119044289303,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2008",107.126799167846,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2009",102.623753724438,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2010",100.952806364176,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2011",97.5386128031766,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2012",96.0882162413442,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2013",98.1771971369927,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2014",98.8770305857507,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2016",102.842300797565,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2017",104.825186251673,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2018",105.739668541505,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2019",106.281076159435,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2020",108.125995509336,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2021",115.915185492251,
"OECD","HOUSECOST","PRICEINCOME","IDX2015","A","2022",123.617905876946,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1970",70.7271895371592,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1971",72.9580191681479,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1972",76.512450075695,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1973",83.9143876366127,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1974",89.5159203119605,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1975",85.563675164912,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1976",85.6191262513433,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1977",88.0892455041101,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1978",91.0924388146734,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1979",92.3222737947282,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1980",90.6627830974539,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1981",89.8062250337334,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1982",86.0382692749706,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1983",85.1176706128934,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1984",82.8470844799376,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1985",81.960774685869,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1986",83.4106952512643,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1987",86.7053688996926,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1988",90.7639901931647,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1989",95.3216621908778,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1990",96.2147946093014,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1991",94.2218487125122,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1992",90.4546614229849,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1993",87.0450637664192,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1994",85.7277270454983,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1995",83.7352193862109,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1996",82.0626730677482,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1997",81.2949201138601,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1998",81.7710905301864,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","1999",83.9359288073549,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2000",86.5828717668318,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2001",88.5564446847822,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2002",91.465511373141,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2003",95.3901349309353,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2004",99.4433932938661,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2005",104.06935254155,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2006",107.624011124551,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2007",108.844170441119,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2008",104.187793484872,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2009",98.4636673596862,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2010",98.2532621225178,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2011",96.352556328935,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2012",95.28845381669,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2013",96.2286710379404,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2014",97.7620564265727,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2016",103.036718220248,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2017",106.248148820095,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2018",108.977176293096,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2019",110.634181258766,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2020",115.066951333733,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2021",127.061401657786,
"OECD","HOUSECOST","PRICERENT","IDX2015","A","2022",138.167156634073,
"OECD","HOUSECOST","REAL","IDX2015","A","1970",52.6665370805141,
"OECD","HOUSECOST","REAL","IDX2015","A","1971",54.2531030592551,
"OECD","HOUSECOST","REAL","IDX2015","A","1972",57.2472642873291,
"OECD","HOUSECOST","REAL","IDX2015","A","1973",61.966759382313,
"OECD","HOUSECOST","REAL","IDX2015","A","1974",63.2362904140763,
"OECD","HOUSECOST","REAL","IDX2015","A","1975",60.2720656357252,
"OECD","HOUSECOST","REAL","IDX2015","A","1976",60.1908519588152,
"OECD","HOUSECOST","REAL","IDX2015","A","1977",61.4894673501854,
"OECD","HOUSECOST","REAL","IDX2015","A","1978",64.0187886923381,
"OECD","HOUSECOST","REAL","IDX2015","A","1979",66.4783819296831,
"OECD","HOUSECOST","REAL","IDX2015","A","1980",66.4743242062825,
"OECD","HOUSECOST","REAL","IDX2015","A","1981",66.367188850707,
"OECD","HOUSECOST","REAL","IDX2015","A","1982",64.2287104287788,
"OECD","HOUSECOST","REAL","IDX2015","A","1983",63.6996890606462,
"OECD","HOUSECOST","REAL","IDX2015","A","1984",62.9910522483802,
"OECD","HOUSECOST","REAL","IDX2015","A","1985",63.3054347545835,
"OECD","HOUSECOST","REAL","IDX2015","A","1986",65.9986833757012,
"OECD","HOUSECOST","REAL","IDX2015","A","1987",69.8320544357839,
"OECD","HOUSECOST","REAL","IDX2015","A","1988",74.0555805944542,
"OECD","HOUSECOST","REAL","IDX2015","A","1989",78.2935347427707,
"OECD","HOUSECOST","REAL","IDX2015","A","1990",79.9008449989611,
"OECD","HOUSECOST","REAL","IDX2015","A","1991",79.1644878392362,
"OECD","HOUSECOST","REAL","IDX2015","A","1992",77.3354945606314,
"OECD","HOUSECOST","REAL","IDX2015","A","1993",75.7328407730742,
"OECD","HOUSECOST","REAL","IDX2015","A","1994",75.6881870205247,
"OECD","HOUSECOST","REAL","IDX2015","A","1995",74.9416605733502,
"OECD","HOUSECOST","REAL","IDX2015","A","1996",74.3871579434927,
"OECD","HOUSECOST","REAL","IDX2015","A","1997",74.4674528155245,
"OECD","HOUSECOST","REAL","IDX2015","A","1998",75.9723144019819,
"OECD","HOUSECOST","REAL","IDX2015","A","1999",78.4793464804594,
"OECD","HOUSECOST","REAL","IDX2015","A","2000",81.0625802958922,
"OECD","HOUSECOST","REAL","IDX2015","A","2001",83.5404527297921,
"OECD","HOUSECOST","REAL","IDX2015","A","2002",87.5052595949932,
"OECD","HOUSECOST","REAL","IDX2015","A","2003",91.4720695909351,
"OECD","HOUSECOST","REAL","IDX2015","A","2004",95.5807504674243,
"OECD","HOUSECOST","REAL","IDX2015","A","2005",100.123559517193,
"OECD","HOUSECOST","REAL","IDX2015","A","2006",103.916874655001,
"OECD","HOUSECOST","REAL","IDX2015","A","2007",105.771627698068,
"OECD","HOUSECOST","REAL","IDX2015","A","2008",100.779062516873,
"OECD","HOUSECOST","REAL","IDX2015","A","2009",96.7538436082771,
"OECD","HOUSECOST","REAL","IDX2015","A","2010",95.9401839827231,
"OECD","HOUSECOST","REAL","IDX2015","A","2011",93.4860171944273,
"OECD","HOUSECOST","REAL","IDX2015","A","2012",92.6863833591745,
"OECD","HOUSECOST","REAL","IDX2015","A","2013",94.2677323569635,
"OECD","HOUSECOST","REAL","IDX2015","A","2014",96.2642971725978,
"OECD","HOUSECOST","REAL","IDX2015","A","2015",100,
"OECD","HOUSECOST","REAL","IDX2015","A","2016",104.143834217249,
"OECD","HOUSECOST","REAL","IDX2015","A","2017",107.695008700867,
"OECD","HOUSECOST","REAL","IDX2015","A","2018",110.482861913978,
"OECD","HOUSECOST","REAL","IDX2015","A","2019",112.885153452678,
"OECD","HOUSECOST","REAL","IDX2015","A","2020",118.167013784148,
"OECD","HOUSECOST","REAL","IDX2015","A","2021",128.194537040384,
"OECD","HOUSECOST","REAL","IDX2015","A","2022",133.953375185232,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q1",2.4586827928325,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q2",2.51966057942536,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q3",2.58314134731002,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1970-Q4",2.648034112002,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q1",2.72939119991002,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q2",2.806234756667,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q3",2.88844305440049,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1971-Q4",2.98133946305655,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q1",3.05149571941083,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q2",3.11686460586127,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q3",3.20503840333956,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1972-Q4",3.36126998075125,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q1",3.4594392423706,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q2",3.67128616566952,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q3",3.98029005306103,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1973-Q4",4.23771685486169,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q1",4.51115829578218,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q2",4.66311682369203,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q3",4.74275237519631,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1974-Q4",4.84376913773009,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q1",4.92747539894879,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q2",5.12047844197754,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q3",5.3049608113472,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1975-Q4",5.45512056998975,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q1",5.63682898796751,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q2",5.74918508802063,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q3",5.7982390969974,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1976-Q4",5.99111006035675,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q1",6.10555531787103,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q2",6.21824873431593,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q3",6.30642283841046,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1977-Q4",6.44122159481093,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q1",6.55918750417942,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q2",6.49066293097638,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q3",6.60257080184841,
"AUS","HOUSECOST","NOMINAL","IDX2015","Q","1978-Q4",6.70827630608097,
